Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	NCBI gene (formerly Entrezgene) ID
YLL016W	YLL016W		SDC25	
YHL023C	YHL023C_mRNA	YHL023C	NPR3	856362
YER048W-A	YER048W-A_mRNA	YER048W-A	ISD11	856774
YEL075C	YEL075C_mRNA	YEL075C		856634
YKL109W	YKL109W_mRNA	YKL109W	HAP4	853751
YCR049C	YCR049C_mRNA	YCR049C		
YLR195C	YLR195C_mRNA	YLR195C	NMT1	850892
YJR001W	YJR001W_mRNA	YJR001W	AVT1	853457
YDR222W	YDR222W_mRNA	YDR222W		851808
YLR223C	YLR223C_mRNA	YLR223C	IFH1	850920
YOR170W	YOR170W_mRNA	YOR170W		
YOR335W-A	YOR335W-A_mRNA	YOR335W-A		
YEL072W	YEL072W_mRNA	YEL072W	RMD6	856637
tP(UGG)N2	tP(UGG)N2_tRNA			
YDL159C-B	YDL159C-B_mRNA	YDL159C-B		
YPL003W	YPL003W_mRNA	YPL003W	ULA1	856104
YGR241C	YGR241C_mRNA	YGR241C	YAP1802	853157
YKR105C	YKR105C_mRNA	YKR105C	VBA5	853980
YJL192C	YJL192C_mRNA	YJL192C	SOP4	853247
YDR311W	YDR311W_mRNA	YDR311W	TFB1	851906
YGR007W	YGR007W_mRNA	YGR007W	ECT1	852890
YPL193W	YPL193W_mRNA	YPL193W	RSA1	855908
YJL142C	YJL142C_mRNA	YJL142C	IRC9	
YLR006C	YLR006C_mRNA	YLR006C	SSK1	850692
tK(UUU)D	tK(UUU)D_tRNA			
YHR188C	YHR188C_mRNA	YHR188C	GPI16	856595
YNL267W	YNL267W_mRNA	YNL267W	PIK1	855454
YDR044W	YDR044W_mRNA	YDR044W	HEM13	851614
YNL154C	YNL154C_mRNA	YNL154C	YCK2	855568
YHR214W	YHR214W_mRNA	YHR214W		856621
YHR214W	YHR214W_mRNA	YHR214W		851295
tR(UCU)E	tR(UCU)E_tRNA			
YBR296C	YBR296C_mRNA	YBR296C	PHO89	852599
YBR103C-A	YBR103C-A_mRNA	YBR103C-A		
YFL055W	YFL055W_mRNA	YFL055W	AGP3	850489
YGL074C	YGL074C_mRNA	YGL074C		
YDL209C	YDL209C_mRNA	YDL209C	CWC2	851318
YPL165C	YPL165C_mRNA	YPL165C	SET6	855938
YBR089C-A	YBR089C-A_mRNA	YBR089C-A	NHP6B	852386
YPR145W	YPR145W_mRNA	YPR145W	ASN1	856268
YOR358W	YOR358W_mRNA	YOR358W	HAP5	854540
YGR057C	YGR057C_mRNA	YGR057C	LST7	852948
YOR153W	YOR153W_mRNA	YOR153W	PDR5	854324
snR42	snR42_snoRNA			
YLR194C	YLR194C_mRNA	YLR194C	NCW2	850891
YOL009C	YOL009C_mRNA	YOL009C	MDM12	854153
YLR270W	YLR270W_mRNA	YLR270W	DCS1	850974
YIL100W	YIL100W_mRNA	YIL100W		
YPL038W	YPL038W_mRNA	YPL038W	MET31	856069
YOR245C	YOR245C_mRNA	YOR245C	DGA1	854419
YLR290C	YLR290C_mRNA	YLR290C	COQ11	850997
YLR438W	YLR438W_mRNA	YLR438W	CAR2	851158
YJR152W	YJR152W_mRNA	YJR152W	DAL5	853617
YGL263W	YGL263W_mRNA	YGL263W	COS12	852628
tP(UGG)O2	tP(UGG)O2_tRNA		SUF11	
YOR241W	YOR241W_mRNA	YOR241W	MET7	854415
YJL072C	YJL072C_mRNA	YJL072C	PSF2	853373
YJR056C	YJR056C_mRNA	YJR056C		853518
YLR389C	YLR389C_mRNA	YLR389C	STE23	851105
YPR160C-A	YPR160C-A_mRNA	YPR160C-A		
YFL002C	YFL002C_mRNA	YFL002C	SPB4	850549
YDR249C	YDR249C_mRNA	YDR249C		851836
YER172C-A	YER172C-A_mRNA	YER172C-A		
YNL238W	YNL238W_mRNA	YNL238W	KEX2	855483
YMR068W	YMR068W_mRNA	YMR068W	AVO2	855090
YGR176W	YGR176W_mRNA	YGR176W		
tN(GUU)P	tN(GUU)P_tRNA			
YJL038C	YJL038C_mRNA	YJL038C	LOH1	853413
YPR185W	YPR185W_mRNA	YPR185W	ATG13	856315
YNL057W	YNL057W_mRNA	YNL057W		
YOR334W	YOR334W_mRNA	YOR334W	MRS2	854511
YBL081W	YBL081W_mRNA	YBL081W		852197
YLL033W	YLL033W_mRNA	YLL033W	IRC19	850626
YKL196C	YKL196C_mRNA	YKL196C	YKT6	853638
YGR269W	YGR269W_mRNA	YGR269W		
YMR144W	YMR144W_mRNA	YMR144W	FDO1	855175
YBL041W	YBL041W_mRNA	YBL041W	PRE7	852239
YLR361C	YLR361C_mRNA	YLR361C	DCR2	851075
YDL212W	YDL212W_mRNA	YDL212W	SHR3	851314
YCL032W	YCL032W_mRNA	YCL032W	STE50	850325
Q0032	Q0032_mRNA	Q0032		
YLR353W	YLR353W_mRNA	YLR353W	BUD8	851067
YPL167C	YPL167C_mRNA	YPL167C	REV3	855936
YKL188C	YKL188C_mRNA	YKL188C	PXA2	853647
YNL183C	YNL183C_mRNA	YNL183C	NPR1	855538
YPL032C	YPL032C_mRNA	YPL032C	SVL3	856075
YDR142C	YDR142C_mRNA	YDR142C	PEX7	851720
YLR123C	YLR123C_mRNA	YLR123C		
YDR267C	YDR267C_mRNA	YDR267C	CIA1	851860
YMR060C	YMR060C_mRNA	YMR060C	SAM37	855082
YKL076C	YKL076C_mRNA	YKL076C	PSY1	
YGR214W	YGR214W_mRNA	YGR214W	RPS0A	853128
YDR215C	YDR215C_mRNA	YDR215C		
YER129W	YER129W_mRNA	YER129W	SAK1	856866
YKR026C	YKR026C_mRNA	YKR026C	GCN3	853896
tK(CUU)J	tK(CUU)J_tRNA			
YGR095C	YGR095C_mRNA	YGR095C	RRP46	852987
YFR008W	YFR008W_mRNA	YFR008W	FAR7	850559
YDR047W	YDR047W_mRNA	YDR047W	HEM12	851617
YER015W	YER015W_mRNA	YER015W	FAA2	856734
YOL162W	YOL162W_mRNA	YOL162W		854002
YNR047W	YNR047W_mRNA	YNR047W	FPK1	855783
YLR019W	YLR019W_mRNA	YLR019W	PSR2	850706
YLR209C	YLR209C_mRNA	YLR209C	PNP1	850906
YLR438C-A	YLR438C-A_mRNA	YLR438C-A	LSM3	851159
YGR134W	YGR134W_mRNA	YGR134W	CAF130	853035
YMR117C	YMR117C_mRNA	YMR117C	SPC24	855144
YIL175W	YIL175W			
YBR011C	YBR011C_mRNA	YBR011C	IPP1	852296
YDR069C	YDR069C_mRNA	YDR069C	DOA4	851641
YLR314C	YLR314C_mRNA	YLR314C	CDC3	851024
YDR503C	YDR503C_mRNA	YDR503C	LPP1	852114
YJR137C	YJR137C_mRNA	YJR137C	MET5	853602
YNL093W	YNL093W_mRNA	YNL093W	YPT53	855631
YER181C	YER181C_mRNA	YER181C		
YCR039C	YCR039C_mRNA	YCR039C	MATALPHA2	850406
YCR039C	YCR039C_mRNA	YCR039C	MATALPHA2	850292
YDR080W	YDR080W_mRNA	YDR080W	VPS41	851653
YAR070C	YAR070C_mRNA	YAR070C		
YPL074W	YPL074W_mRNA	YPL074W	YTA6	856031
YJL054W	YJL054W_mRNA	YJL054W	TIM54	853392
YPL065W	YPL065W_mRNA	YPL065W	VPS28	856040
YOR226C	YOR226C_mRNA	YOR226C	ISU2	854401
YOR168W	YOR168W_mRNA	YOR168W	GLN4	854339
YJL081C	YJL081C_mRNA	YJL081C	ARP4	853364
YJL219W	YJL219W_mRNA	YJL219W	HXT9	853236
YER100W	YER100W_mRNA	YER100W	UBC6	856837
YDL174C	YDL174C_mRNA	YDL174C	DLD1	851380
YOL111C	YOL111C_mRNA	YOL111C	MDY2	854038
YCR073W-A	YCR073W-A_mRNA	YCR073W-A	SOL2	850437
YOR368W	YOR368W_mRNA	YOR368W	RAD17	854550
YJL134W	YJL134W_mRNA	YJL134W	LCB3	853307
YBL096C	YBL096C_mRNA	YBL096C		
YKL064W	YKL064W_mRNA	YKL064W	MNR2	853801
YEL006W	YEL006W_mRNA	YEL006W	YEA6	856712
YBR189W	YBR189W_mRNA	YBR189W	RPS9B	852487
YLL051C	YLL051C_mRNA	YLL051C	FRE6	850675
tQ(UUG)E2	tQ(UUG)E2_tRNA			
YLR158C	YLR158C_mRNA	YLR158C	ASP3-3	850857
YLR158C	YLR158C_mRNA	YLR158C	ASP3-3	850855
YLR158C	YLR158C_mRNA	YLR158C	ASP3-3	850852
YLR158C	YLR158C_mRNA	YLR158C	ASP3-3	850850
YNL074C	YNL074C_mRNA	YNL074C	MLF3	855650
YKL130C	YKL130C_mRNA	YKL130C	SHE2	853728
YNL329C	YNL329C_mRNA	YNL329C	PEX6	855387
YKL195W	YKL195W_mRNA	YKL195W	MIA40	853639
YML068W	YML068W_mRNA	YML068W	ITT1	854934
YLR402W	YLR402W_mRNA	YLR402W		
YEL049W	YEL049W_mRNA	YEL049W	PAU2	856662
YGL150C	YGL150C_mRNA	YGL150C	INO80	852728
YOR131C	YOR131C_mRNA	YOR131C		854299
YNL011C	YNL011C_mRNA	YNL011C		855721
YDR172W	YDR172W_mRNA	YDR172W	SUP35	851752
tD(GUC)K	tD(GUC)K_tRNA			
YKL206C	YKL206C_mRNA	YKL206C	ADD66	853629
YAR019W-A	YAR019W-A_mRNA	YAR019W-A		
YAR069C	YAR069C_mRNA	YAR069C		1466534
YOR134W	YOR134W_mRNA	YOR134W	BAG7	854302
YGR203W	YGR203W_mRNA	YGR203W	YCH1	853117
YPL220W	YPL220W_mRNA	YPL220W	RPL1A	855881
YPL220W	YPL220W_mRNA	YPL220W	RPL1A	852742
YMR257C	YMR257C_mRNA	YMR257C	PET111	855299
YGL127C	YGL127C_mRNA	YGL127C	SOH1	852750
YOR078W	YOR078W_mRNA	YOR078W	BUD21	854245
YKL075C	YKL075C_mRNA	YKL075C		853787
YDR286C	YDR286C_mRNA	YDR286C		851880
YER037W	YER037W_mRNA	YER037W	PHM8	856759
YJR160C	YJR160C_mRNA	YJR160C	MPH3	853625
YPL176C	YPL176C_mRNA	YPL176C	TRE1	855927
YMR221C	YMR221C_mRNA	YMR221C	FMP42	855261
YJR057W	YJR057W_mRNA	YJR057W	CDC8	853520
YOL109W	YOL109W_mRNA	YOL109W	ZEO1	854040
YKL071W	YKL071W_mRNA	YKL071W		853792
YPR070W	YPR070W_mRNA	YPR070W	MED1	856183
YGR202C	YGR202C_mRNA	YGR202C	PCT1	853116
YAR033W	YAR033W_mRNA	YAR033W	MST28	851284
YER031C	YER031C_mRNA	YER031C	YPT31	856753
YHR214C-E	YHR214C-E_mRNA	YHR214C-E		1466535
YDL175C	YDL175C_mRNA	YDL175C	AIR2	851379
YMR003W	YMR003W_mRNA	YMR003W	AIM34	855015
YGL181W	YGL181W_mRNA	YGL181W	GTS1	852694
YER050C	YER050C_mRNA	YER050C	RSM18	856776
YLR175W	YLR175W_mRNA	YLR175W	CBF5	850872
YDR037W	YDR037W_mRNA	YDR037W	KRS1	851607
YDR151C	YDR151C_mRNA	YDR151C	CTH1	851729
YGR116W	YGR116W_mRNA	YGR116W	SPT6	853011
YML081W	YML081W_mRNA	YML081W	TDA9	854894
YGR180C	YGR180C_mRNA	YGR180C	RNR4	853091
snR4	snR4_snoRNA			
YNL056W	YNL056W_mRNA	YNL056W	OCA2	855668
YDR004W	YDR004W_mRNA	YDR004W	RAD57	851567
YHR027C	YHR027C_mRNA	YHR027C	RPN1	856422
YML018C	YML018C_mRNA	YML018C		854990
YIL025C	YIL025C_mRNA	YIL025C		
YER155C	YER155C_mRNA	YER155C	BEM2	856899
YLR146W-A	YLR146W-A_mRNA	YLR146W-A		3799977
YBR297W	YBR297W_mRNA	YBR297W	MAL33	852600
YBL008W-A	YBL008W-A_mRNA	YBL008W-A		1466442
YJR117W	YJR117W_mRNA	YJR117W	STE24	853581
YEL034C-A	YEL034C-A_mRNA	YEL034C-A		
YNL022C	YNL022C_mRNA	YNL022C	RCM1	855709
YML032C	YML032C_mRNA	YML032C	RAD52	854976
YOR192C	YOR192C_mRNA	YOR192C	THI72	854364
RDN58-1	RDN58-1_rRNA			
YPR108W-A	YPR108W-A_mRNA	YPR108W-A		1466522
YOR304C-A	YOR304C-A_mRNA	YOR304C-A	BIL1	854481
YBL012C	YBL012C_mRNA	YBL012C		
YBR156C	YBR156C_mRNA	YBR156C	SLI15	852453
YGL187C	YGL187C_mRNA	YGL187C	COX4	852688
YLR066W	YLR066W_mRNA	YLR066W	SPC3	850755
YDL166C	YDL166C_mRNA	YDL166C	FAP7	851388
YBL077W	YBL077W_mRNA	YBL077W		
YKR097W	YKR097W_mRNA	YKR097W	PCK1	853972
YOR145C	YOR145C_mRNA	YOR145C	PNO1	854317
YOL067C	YOL067C_mRNA	YOL067C	RTG1	854087
YDR063W	YDR063W_mRNA	YDR063W	AIM7	851635
YIL112W	YIL112W_mRNA	YIL112W	HOS4	854694
YNL042W	YNL042W_mRNA	YNL042W	BOP3	855686
YNL175C	YNL175C_mRNA	YNL175C	NOP13	855547
YBR162W-A	YBR162W-A_mRNA	YBR162W-A	YSY6	852460
YGL057C	YGL057C_mRNA	YGL057C	GEP7	852823
YGL244W	YGL244W_mRNA	YGL244W	RTF1	852607
YPR050C	YPR050C_mRNA	YPR050C		
YOR116C	YOR116C_mRNA	YOR116C	RPO31	854283
YOL070C	YOL070C_mRNA	YOL070C	NBA1	854084
YMR126C	YMR126C_mRNA	YMR126C	DLT1	855156
YOL033W	YOL033W_mRNA	YOL033W	MSE1	854124
RDN25-2	RDN25-2_rRNA			
YOR033C	YOR033C_mRNA	YOR033C	EXO1	854198
tR(UCU)D	tR(UCU)D_tRNA			
YOL024W	YOL024W_mRNA	YOL024W		854134
YNL265C	YNL265C_mRNA	YNL265C	IST1	855456
YMR179W	YMR179W_mRNA	YMR179W	SPT21	855217
YMR067C	YMR067C_mRNA	YMR067C	UBX4	855089
YPL272C	YPL272C_mRNA	YPL272C	PBI1	855856
YKL108W	YKL108W_mRNA	YKL108W	SLD2	853752
YDR032C	YDR032C_mRNA	YDR032C	PST2	851596
YLL018C-A	YLL018C-A_mRNA	YLL018C-A	COX19	850642
YNL131W	YNL131W_mRNA	YNL131W	TOM22	855592
YNL307C	YNL307C_mRNA	YNL307C	MCK1	855409
YLR092W	YLR092W_mRNA	YLR092W	SUL2	850781
YGR287C	YGR287C_mRNA	YGR287C	IMA1	853204
YIR012W	YIR012W_mRNA	YIR012W	SQT1	854829
YKL009W	YKL009W_mRNA	YKL009W	MRT4	853860
YOR324C	YOR324C_mRNA	YOR324C	FRT1	854503
YOR006C	YOR006C_mRNA	YOR006C	TSR3	854167
YDL143W	YDL143W_mRNA	YDL143W	CCT4	851412
YIL156W	YIL156W_mRNA	YIL156W	UBP7	854650
YOR166C	YOR166C_mRNA	YOR166C	SWT1	854337
tQ(UUG)E1	tQ(UUG)E1_tRNA			
YPR016W-A	YPR016W-A_mRNA	YPR016W-A		
YOR177C	YOR177C_mRNA	YOR177C	MPC54	854349
YPL077C	YPL077C_mRNA	YPL077C		856028
YNR003W-A	YNR003W-A_mRNA	YNR003W-A		
YHR112C	YHR112C_mRNA	YHR112C		856512
YMR150C	YMR150C_mRNA	YMR150C	IMP1	855182
YBR256C	YBR256C_mRNA	YBR256C	RIB5	852559
YDR071C	YDR071C_mRNA	YDR071C	PAA1	851643
YDR093W	YDR093W_mRNA	YDR093W	DNF2	851667
YLR373C	YLR373C_mRNA	YLR373C	VID22	851088
snR87	snR87_snoRNA			
YJL165C	YJL165C_mRNA	YJL165C	HAL5	853274
YOL004W	YOL004W_mRNA	YOL004W	SIN3	854158
YOL125W	YOL125W_mRNA	YOL125W	TRM13	853995
YML010W	YML010W_mRNA	YML010W	SPT5	854999
YDR149C	YDR149C_mRNA	YDR149C		
YOR128C	YOR128C_mRNA	YOR128C	ADE2	854295
YDR384C	YDR384C_mRNA	YDR384C	ATO3	851992
YIL047C-A	YIL047C-A_mRNA	YIL047C-A		
YGR245C	YGR245C_mRNA	YGR245C	SDA1	853160
YER053C	YER053C_mRNA	YER053C	PIC2	856779
YLR029C	YLR029C_mRNA	YLR029C	RPL15A	850716
YIR030W-A	YIR030W-A_mRNA	YIR030W-A		
YGR016W	YGR016W_mRNA	YGR016W		852899
YLR224W	YLR224W_mRNA	YLR224W	UCC1	850921
YLR299W	YLR299W_mRNA	YLR299W	ECM38	851006
YMR026C	YMR026C_mRNA	YMR026C	PEX12	855041
YBL076C	YBL076C_mRNA	YBL076C	ILS1	852202
YHR050W	YHR050W_mRNA	YHR050W	SMF2	856447
YLR309C	YLR309C_mRNA	YLR309C	IMH1	851018
YNR038W	YNR038W_mRNA	YNR038W	DBP6	855774
YIL002C	YIL002C_mRNA	YIL002C	INP51	854815
YDL164C	YDL164C_mRNA	YDL164C	CDC9	851391
YJL078C	YJL078C_mRNA	YJL078C	PRY3	853367
YBR030W	YBR030W_mRNA	YBR030W	RKM3	852318
YPL047W	YPL047W_mRNA	YPL047W	SGF11	856060
YGR111W	YGR111W_mRNA	YGR111W		853008
YKL015W	YKL015W_mRNA	YKL015W	PUT3	853854
YOR118W	YOR118W_mRNA	YOR118W	RTC5	854285
YNR008W	YNR008W_mRNA	YNR008W	LRO1	855742
YGL077C	YGL077C_mRNA	YGL077C	HNM1	852803
YPR133C	YPR133C_mRNA	YPR133C	SPN1	856251
YAR071W	YAR071W_mRNA	YAR071W	PHO11	851299
YDL049C	YDL049C_mRNA	YDL049C	KNH1	851511
YEL039C	YEL039C_mRNA	YEL039C	CYC7	856672
YAL064W	YAL064W_mRNA	YAL064W		851235
YHR167W	YHR167W_mRNA	YHR167W	THP2	856572
YGR037C	YGR037C_mRNA	YGR037C	ACB1	852925
YPR082C	YPR082C_mRNA	YPR082C	DIB1	856197
YKR002W	YKR002W_mRNA	YKR002W	PAP1	853871
YJL020W-A	YJL020W-A_mRNA	YJL020W-A		
YOL010W	YOL010W_mRNA	YOL010W	RCL1	854152
YBL053W	YBL053W_mRNA	YBL053W		
YOR083W	YOR083W_mRNA	YOR083W	WHI5	854249
YLR367W	YLR367W_mRNA	YLR367W	RPS22B	851082
YHR168W	YHR168W_mRNA	YHR168W	MTG2	856573
YDR334W	YDR334W_mRNA	YDR334W	SWR1	851934
YGR109C	YGR109C_mRNA	YGR109C	CLB6	853003
snR44	snR44_snoRNA			
YCR047W-A	YCR047W-A_mRNA	YCR047W-A		
YPL189C-A	YPL189C-A_mRNA	YPL189C-A	COA2	1466518
YNL254C	YNL254C_mRNA	YNL254C	RTC4	855467
snR63	snR63_snoRNA			
YER044C	YER044C_mRNA	YER044C	ERG28	856767
YGR133W	YGR133W_mRNA	YGR133W	PEX4	853034
YBR096W	YBR096W_mRNA	YBR096W		852393
YDL217C	YDL217C_mRNA	YDL217C	TIM22	851309
tL(CAA)D	tL(CAA)D_tRNA			
YKL210W	YKL210W_mRNA	YKL210W	UBA1	853670
YER048C	YER048C_mRNA	YER048C	CAJ1	856772
YDL036C	YDL036C_mRNA	YDL036C	PUS9	851525
YDR456W	YDR456W_mRNA	YDR456W	NHX1	852066
YBL073W	YBL073W_mRNA	YBL073W		
YHR203C	YHR203C_mRNA	YHR203C	RPS4B	856610
YHR203C	YHR203C_mRNA	YHR203C	RPS4B	853610
YNL151C	YNL151C_mRNA	YNL151C	RPC31	855571
YHR032C-A	YHR032C-A_mRNA	YHR032C-A		
YMR261C	YMR261C_mRNA	YMR261C	TPS3	855303
YLR280C	YLR280C_mRNA	YLR280C		
YBR033W	YBR033W_mRNA	YBR033W	EDS1	852321
YIL046W-A	YIL046W-A_mRNA	YIL046W-A		1466492
YKR046C	YKR046C_mRNA	YKR046C	PET10	853920
YKL170W	YKL170W_mRNA	YKL170W	MRPL38	853684
YER028C	YER028C_mRNA	YER028C	MIG3	856750
YOL037C	YOL037C_mRNA	YOL037C		
YGL258W-A	YGL258W-A_mRNA	YGL258W-A		852633
YNL090W	YNL090W_mRNA	YNL090W	RHO2	855634
YDL032W	YDL032W_mRNA	YDL032W		
YCR098C	YCR098C_mRNA	YCR098C	GIT1	850462
tI(AAU)D	tI(AAU)D_tRNA			
YNL038W	YNL038W_mRNA	YNL038W	GPI15	855690
YMR281W	YMR281W_mRNA	YMR281W	GPI12	855324
YHR213W-A	YHR213W-A_mRNA	YHR213W-A		1466532
YMR175W-A	YMR175W-A_mRNA	YMR175W-A		1466501
YMR259C	YMR259C_mRNA	YMR259C	TRM732	855301
YDR221W	YDR221W_mRNA	YDR221W	GTB1	851807
YGL202W	YGL202W_mRNA	YGL202W	ARO8	852672
YLR381W	YLR381W_mRNA	YLR381W	CTF3	851097
YLR448W	YLR448W_mRNA	YLR448W	RPL6B	851169
YPL056C	YPL056C_mRNA	YPL056C	LCL1	856051
YLR098C	YLR098C_mRNA	YLR098C	CHA4	850787
YDR320C	YDR320C_mRNA	YDR320C	SWA2	851918
YDR344C	YDR344C_mRNA	YDR344C		
YNR030W	YNR030W_mRNA	YNR030W	ALG12	855764
YAL016C-A	YAL016C-A_mRNA	YAL016C-A		
YPR074C	YPR074C_mRNA	YPR074C	TKL1	856188
YOR233W	YOR233W_mRNA	YOR233W	KIN4	854408
YHR194W	YHR194W_mRNA	YHR194W	MDM31	856601
YER053C-A	YER053C-A_mRNA	YER053C-A		856780
YNL006W	YNL006W_mRNA	YNL006W	LST8	855726
YMR047C	YMR047C_mRNA	YMR047C	NUP116	855066
YHR127W	YHR127W_mRNA	YHR127W		856528
tD(GUC)J4	tD(GUC)J4_tRNA			
YBL094C	YBL094C_mRNA	YBL094C		
YLR300W	YLR300W_mRNA	YLR300W	EXG1	851007
YJL127C-B	YJL127C-B_mRNA	YJL127C-B		1466466
YOL017W	YOL017W_mRNA	YOL017W	ESC8	854143
YLR192C	YLR192C_mRNA	YLR192C	HCR1	850889
YHR149C	YHR149C_mRNA	YHR149C	SKG6	856554
YLR399W-A	YLR399W-A_mRNA	YLR399W-A		
tR(UCU)B	tR(UCU)B_tRNA			
YGR296C-B	YGR296C-B_mRNA	YGR296C-B		4594642
YLR293C	YLR293C_mRNA	YLR293C	GSP1	851000
YHR130C	YHR130C_mRNA	YHR130C		
YPR094W	YPR094W_mRNA	YPR094W	RDS3	856209
YHR051W	YHR051W_mRNA	YHR051W	COX6	856448
YDL056W	YDL056W_mRNA	YDL056W	MBP1	851503
YDR084C	YDR084C_mRNA	YDR084C	TVP23	851657
YFL052W	YFL052W_mRNA	YFL052W		850492
YIL152W	YIL152W_mRNA	YIL152W		854654
YMR205C	YMR205C_mRNA	YMR205C	PFK2	855245
YMR235C	YMR235C_mRNA	YMR235C	RNA1	855275
YCR009C	YCR009C_mRNA	YCR009C	RVS161	850367
YBL036C	YBL036C_mRNA	YBL036C		852244
YER143W	YER143W_mRNA	YER143W	DDI1	856886
YDL051W	YDL051W_mRNA	YDL051W	LHP1	851509
YMR241W	YMR241W_mRNA	YMR241W	YHM2	855282
YIL155C	YIL155C_mRNA	YIL155C	GUT2	854651
YPL136W	YPL136W_mRNA	YPL136W		
YDL161W	YDL161W_mRNA	YDL161W	ENT1	851392
YOR323C	YOR323C_mRNA	YOR323C	PRO2	854501
YER014W	YER014W_mRNA	YER014W	HEM14	856733
YLR044C	YLR044C_mRNA	YLR044C	PDC1	850733
YGL049C	YGL049C_mRNA	YGL049C	TIF4632	852833
YGR263C	YGR263C_mRNA	YGR263C	SAY1	853179
YNL214W	YNL214W_mRNA	YNL214W	PEX17	855507
YNL019C	YNL019C_mRNA	YNL019C		855712
YMR316C-A	YMR316C-A_mRNA	YMR316C-A		855365
YEL008W	YEL008W_mRNA	YEL008W		
tV(CAC)H	tV(CAC)H_tRNA			
YJR074W	YJR074W_mRNA	YJR074W	MOG1	853537
YGR064W	YGR064W_mRNA	YGR064W		
YBL111C	YBL111C_mRNA	YBL111C		852161
YOL030W	YOL030W_mRNA	YOL030W	GAS5	854127
YER034W	YER034W_mRNA	YER034W		856756
YMR210W	YMR210W_mRNA	YMR210W	MGL2	855250
YMR158W	YMR158W_mRNA	YMR158W	MRPS8	855190
YOL019W-A	YOL019W-A_mRNA	YOL019W-A		1466477
YDR375C	YDR375C_mRNA	YDR375C	BCS1	851981
YER114C	YER114C_mRNA	YER114C	BOI2	856850
YLR035C	YLR035C_mRNA	YLR035C	MLH2	850722
YMR162C	YMR162C_mRNA	YMR162C	DNF3	855197
YJL197W	YJL197W_mRNA	YJL197W	UBP12	853242
YBR110W	YBR110W_mRNA	YBR110W	ALG1	852407
YJL048C	YJL048C_mRNA	YJL048C	UBX6	853399
YGL131C	YGL131C_mRNA	YGL131C	SNT2	852746
YFL028C	YFL028C_mRNA	YFL028C	CAF16	850516
YJL208C	YJL208C_mRNA	YJL208C	NUC1	853222
YOR155C	YOR155C_mRNA	YOR155C	ISN1	854326
YDR383C	YDR383C_mRNA	YDR383C	NKP1	851991
YPL154C	YPL154C_mRNA	YPL154C	PEP4	855949
YDR453C	YDR453C_mRNA	YDR453C	TSA2	852064
tW(CCA)P	tW(CCA)P_tRNA			
YNL031C	YNL031C_mRNA	YNL031C	HHT2	855700
YNL031C	YNL031C_mRNA	YNL031C	HHT2	852295
YER008C	YER008C_mRNA	YER008C	SEC3	856726
tS(UGA)E	tS(UGA)E_tRNA		SUP19	
YDR269C	YDR269C_mRNA	YDR269C		
tD(GUC)M	tD(GUC)M_tRNA			
YKR050W	YKR050W_mRNA	YKR050W	TRK2	853924
YDR273W	YDR273W_mRNA	YDR273W	DON1	851866
YGR257C	YGR257C_mRNA	YGR257C	MTM1	853173
YJR099W	YJR099W_mRNA	YJR099W	YUH1	853562
YOR242C	YOR242C_mRNA	YOR242C	SSP2	854416
YNR019W	YNR019W_mRNA	YNR019W	ARE2	855753
YAL047W-A	YAL047W-A_mRNA	YAL047W-A		
YDR406W	YDR406W_mRNA	YDR406W	PDR15	852015
YKL096W	YKL096W_mRNA	YKL096W	CWP1	853766
YKR061W	YKR061W_mRNA	YKR061W	KTR2	853935
YIL103W	YIL103W_mRNA	YIL103W	DPH1	854703
YGL253W	YGL253W_mRNA	YGL253W	HXK2	852639
YBL001C	YBL001C_mRNA	YBL001C	ECM15	852285
YPR087W	YPR087W_mRNA	YPR087W	VPS69	
YGL045W	YGL045W_mRNA	YGL045W	RIM8	852837
YOR086C	YOR086C_mRNA	YOR086C	TCB1	854253
YDL247W	YDL247W_mRNA	YDL247W	MPH2	851350
tM(CAU)D	tM(CAU)D_tRNA		EMT1	
YGR222W	YGR222W_mRNA	YGR222W	PET54	853137
YPR146C	YPR146C_mRNA	YPR146C		
YLR383W	YLR383W_mRNA	YLR383W	SMC6	851099
YCR077C	YCR077C_mRNA	YCR077C	PAT1	850440
ZOD1	ZOD1_ncRNA			
YNL049C	YNL049C_mRNA	YNL049C	SFB2	855678
YGL143C	YGL143C_mRNA	YGL143C	MRF1	852734
YNR004W	YNR004W_mRNA	YNR004W	SWM2	855738
YJR016C	YJR016C_mRNA	YJR016C	ILV3	853473
YML027W	YML027W_mRNA	YML027W	YOX1	854981
YDR545C-A	YDR545C-A_mRNA	YDR545C-A		
YHL030W	YHL030W_mRNA	YHL030W	ECM29	856355
tK(UUU)P	tK(UUU)P_tRNA			
YIL094C	YIL094C_mRNA	YIL094C	LYS12	854714
YGL142C	YGL142C_mRNA	YGL142C	GPI10	852735
YDL185C-A	YDL185C-A_mRNA	YDL185C-A		
YMR163C	YMR163C_mRNA	YMR163C	INP2	855198
YER190C-A	YER190C-A_mRNA	YER190C-A		
YAL013W	YAL013W_mRNA	YAL013W	DEP1	851220
YBR111C	YBR111C_mRNA	YBR111C	YSA1	852408
tP(UGG)O1	tP(UGG)O1_tRNA			
YPL112C	YPL112C_mRNA	YPL112C	PEX25	855991
YKL040C	YKL040C_mRNA	YKL040C	NFU1	853826
YJL158C	YJL158C_mRNA	YJL158C	CIS3	853282
