Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	NCBI gene (formerly Entrezgene) ID
YDR156W	YDR156W_mRNA	YDR156W	RPA14	851734
YDR167W	YDR167W_mRNA	YDR167W	TAF10	851745
YLL065W	YLL065W_mRNA	YLL065W		
YGR281W	YGR281W_mRNA	YGR281W	YOR1	853198
YIL060W	YIL060W_mRNA	YIL060W		854750
YJL015C	YJL015C_mRNA	YJL015C		
YPL146C	YPL146C_mRNA	YPL146C	NOP53	855957
YGL148W	YGL148W_mRNA	YGL148W	ARO2	852729
YPR133W-A	YPR133W-A_mRNA	YPR133W-A	TOM5	856252
YAL044C	YAL044C_mRNA	YAL044C	GCV3	851254
YOR151C	YOR151C_mRNA	YOR151C	RPB2	854322
YNL046W	YNL046W_mRNA	YNL046W		855681
YJL003W	YJL003W_mRNA	YJL003W	COX16	853454
YEL058W	YEL058W_mRNA	YEL058W	PCM1	856652
tV(AAC)O	tV(AAC)O_tRNA			
YNL325C	YNL325C_mRNA	YNL325C	FIG4	855392
YLR369W	YLR369W_mRNA	YLR369W	SSQ1	851084
YGL004C	YGL004C_mRNA	YGL004C	RPN14	852880
YJL196C	YJL196C_mRNA	YJL196C	ELO1	853243
YPR015C	YPR015C_mRNA	YPR015C		856125
YMR013C	YMR013C_mRNA	YMR013C	SEC59	855026
YHL013C	YHL013C_mRNA	YHL013C	OTU2	856373
YER165W	YER165W_mRNA	YER165W	PAB1	856912
YIL089W	YIL089W_mRNA	YIL089W		854719
YNL062C	YNL062C_mRNA	YNL062C	GCD10	855663
YML059C	YML059C_mRNA	YML059C	NTE1	854943
YML086C	YML086C_mRNA	YML086C	ALO1	854888
YPL036W	YPL036W_mRNA	YPL036W	PMA2	856071
YOR161C-C	YOR161C-C_mRNA	YOR161C-C		1466484
YBL061C	YBL061C_mRNA	YBL061C	SKT5	852218
YIL166C	YIL166C_mRNA	YIL166C		854640
YHR216W	YHR216W_mRNA	YHR216W	IMD2	856626
YER182W	YER182W_mRNA	YER182W	FMP10	856931
YGR190C	YGR190C_mRNA	YGR190C		
YKR005C	YKR005C_mRNA	YKR005C		853874
YJR162C	YJR162C_mRNA	YJR162C		
YMR186W	YMR186W_mRNA	YMR186W	HSC82	855224
YJL152W	YJL152W_mRNA	YJL152W		
YMR169C	YMR169C_mRNA	YMR169C	ALD3	855205
YDR274C	YDR274C_mRNA	YDR274C		
tI(AAU)E1	tI(AAU)E1_tRNA			
YBL083C	YBL083C_mRNA	YBL083C		
YCL056C	YCL056C_mRNA	YCL056C	PEX34	850302
YGL223C	YGL223C_mRNA	YGL223C	COG1	852649
YJL098W	YJL098W_mRNA	YJL098W	SAP185	853347
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	854577
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	852158
YOR396W	YOR396W_mRNA	YOR396W	YRF1-8	851189
YJL120W	YJL120W_mRNA	YJL120W		
YLR332W	YLR332W_mRNA	YLR332W	MID2	851042
snR71	snR71_snoRNA			
YNL285W	YNL285W_mRNA	YNL285W		
YIL029W-A	YIL029W-A_mRNA	YIL029W-A		
YOL066C	YOL066C_mRNA	YOL066C	RIB2	854088
YNL247W	YNL247W_mRNA	YNL247W		855474
YPR102C	YPR102C_mRNA	YPR102C	RPL11A	856217
YBR287W	YBR287W_mRNA	YBR287W		852590
YGL007C-A	YGL007C-A_mRNA	YGL007C-A		1466455
YGL175C	YGL175C_mRNA	YGL175C	SAE2	852700
YHR071W	YHR071W_mRNA	YHR071W	PCL5	856468
YIL095W	YIL095W_mRNA	YIL095W	PRK1	854713
YHR107C	YHR107C_mRNA	YHR107C	CDC12	856507
YOL166W-A	YOL166W-A_mRNA	YOL166W-A		1466472
YLR050C	YLR050C_mRNA	YLR050C		850739
YCR010C	YCR010C_mRNA	YCR010C	ADY2	850368
YNL161W	YNL161W_mRNA	YNL161W	CBK1	855561
YOR055W	YOR055W_mRNA	YOR055W		
YGL063C-A	YGL063C-A_mRNA	YGL063C-A		
YMR306W	YMR306W_mRNA	YMR306W	FKS3	855353
YAR066W	YAR066W_mRNA	YAR066W		856621
YAR066W	YAR066W_mRNA	YAR066W		851295
YGL128C	YGL128C_mRNA	YGL128C	CWC23	852749
YPR048W	YPR048W_mRNA	YPR048W	TAH18	856161
YLR345W	YLR345W_mRNA	YLR345W		851059
YPR140W	YPR140W_mRNA	YPR140W	TAZ1	856262
YKL208W	YKL208W_mRNA	YKL208W	CBT1	853673
Q0045	Q0045_mRNA	Q0045	COX1	854598
YKL058W	YKL058W_mRNA	YKL058W	TOA2	853807
YGL030W	YGL030W_mRNA	YGL030W	RPL30	852853
YHR209W	YHR209W_mRNA	YHR209W	CRG1	856616
YJL082W	YJL082W_mRNA	YJL082W	IML2	853363
YKR017C	YKR017C_mRNA	YKR017C	HEL1	853887
YER126C	YER126C_mRNA	YER126C	NSA2	856863
YDR110W	YDR110W_mRNA	YDR110W	FOB1	851688
YKR040C	YKR040C_mRNA	YKR040C		
YGL033W	YGL033W_mRNA	YGL033W	HOP2	852850
tG(CCC)D	tG(CCC)D_tRNA		SUF3	
YKL046C	YKL046C_mRNA	YKL046C	DCW1	853820
YLR236C	YLR236C_mRNA	YLR236C		
YGR165W	YGR165W_mRNA	YGR165W	MRPS35	853075
YML103C	YML103C_mRNA	YML103C	NUP188	854868
YFL010W-A	YFL010W-A_mRNA	YFL010W-A	AUA1	850537
YNL338W	YNL338W_mRNA	YNL338W		
YGR193C	YGR193C_mRNA	YGR193C	PDX1	853107
YJL197C-A	YJL197C-A_mRNA	YJL197C-A		
YLR439W	YLR439W_mRNA	YLR439W	MRPL4	851160
YKL001C	YKL001C_mRNA	YKL001C	MET14	853869
YKL078W	YKL078W_mRNA	YKL078W	DHR2	853784
YJL062W	YJL062W_mRNA	YJL062W	LAS21	853384
YPL245W	YPL245W_mRNA	YPL245W		855831
YBR058C-A	YBR058C-A_mRNA	YBR058C-A	TSC3	852350
YNL106C	YNL106C_mRNA	YNL106C	INP52	855618
YNL204C	YNL204C_mRNA	YNL204C	SPS18	855517
YDR211W	YDR211W_mRNA	YDR211W	GCD6	851797
YDL109C	YDL109C_mRNA	YDL109C		851449
YIL111W	YIL111W_mRNA	YIL111W	COX5B	
YOR117W	YOR117W_mRNA	YOR117W	RPT5	854284
YOR074C	YOR074C_mRNA	YOR074C	CDC21	854241
YKL223W	YKL223W_mRNA	YKL223W		
YPL170W	YPL170W_mRNA	YPL170W	DAP1	855933
YHR072W	YHR072W_mRNA	YHR072W	ERG7	856470
YOR077W	YOR077W_mRNA	YOR077W	RTS2	854244
YAL043C	YAL043C_mRNA	YAL043C	PTA1	851255
YPL283W-A	YPL283W-A_mRNA	YPL283W-A		
YEL075W-A	YEL075W-A_mRNA	YEL075W-A		
YPL115C	YPL115C_mRNA	YPL115C	BEM3	855988
YBR268W	YBR268W_mRNA	YBR268W	MRPL37	852571
YJR022W	YJR022W_mRNA	YJR022W	LSM8	853479
YER025W	YER025W_mRNA	YER025W	GCD11	856746
YPL226W	YPL226W_mRNA	YPL226W	NEW1	855875
YLR348C	YLR348C_mRNA	YLR348C	DIC1	851063
YNL320W	YNL320W_mRNA	YNL320W		855396
YEL070W	YEL070W_mRNA	YEL070W	DSF1	855810
YEL070W	YEL070W_mRNA	YEL070W	DSF1	856639
YMR034C	YMR034C_mRNA	YMR034C	RCH1	855050
YJL178C	YJL178C_mRNA	YJL178C	ATG27	853261
YMR310C	YMR310C_mRNA	YMR310C		855358
YKL132C	YKL132C_mRNA	YKL132C	RMA1	853727
YBR286W	YBR286W_mRNA	YBR286W	APE3	852589
YKR032W	YKR032W_mRNA	YKR032W		
YOL163W	YOL163W_mRNA	YOL163W		854001
YDR524C-A	YDR524C-A_mRNA	YDR524C-A		
YGR044C	YGR044C_mRNA	YGR044C	RME1	852935
YJL133C-A	YJL133C-A_mRNA	YJL133C-A		1466465
YCR023C	YCR023C_mRNA	YCR023C		850387
YLR057W	YLR057W_mRNA	YLR057W	MNL2	850746
YIL024C	YIL024C_mRNA	YIL024C		854788
YHR131W-A	YHR131W-A_mRNA	YHR131W-A		
YJL141C	YJL141C_mRNA	YJL141C	YAK1	853300
YPR192W	YPR192W_mRNA	YPR192W	AQY1	856322
YOR304W	YOR304W_mRNA	YOR304W	ISW2	854480
YLR009W	YLR009W_mRNA	YLR009W	RLP24	850695
YDL050C	YDL050C_mRNA	YDL050C		
YEL048C	YEL048C_mRNA	YEL048C	TCA17	856663
snR64	snR64_snoRNA			
YBR196C-A	YBR196C-A_mRNA	YBR196C-A		1466447
YLL024C	YLL024C_mRNA	YLL024C	SSA2	850636
YOR255W	YOR255W_mRNA	YOR255W	OSW1	854429
YNL141W	YNL141W_mRNA	YNL141W	AAH1	855581
YDR535C	YDR535C_mRNA	YDR535C		
YML034W	YML034W_mRNA	YML034W	SRC1	854974
YDR202C	YDR202C_mRNA	YDR202C	RAV2	851784
YBL091C-A	YBL091C-A_mRNA	YBL091C-A	SCS22	852186
YER099C	YER099C_mRNA	YER099C	PRS2	856836
YGL002W	YGL002W_mRNA	YGL002W	ERP6	852882
YMR131C	YMR131C_mRNA	YMR131C	RRB1	855161
YGL123C-A	YGL123C-A_mRNA	YGL123C-A		
YLL048C	YLL048C_mRNA	YLL048C	YBT1	850678
YPL150W	YPL150W_mRNA	YPL150W		855953
YBR113W	YBR113W_mRNA	YBR113W		
YCL067C	YCL067C_mRNA	YCL067C	HMLALPHA2	850406
YCL067C	YCL067C_mRNA	YCL067C	HMLALPHA2	850292
YMR263W	YMR263W_mRNA	YMR263W	SAP30	855305
YOR289W	YOR289W_mRNA	YOR289W		854463
YCL025C	YCL025C_mRNA	YCL025C	AGP1	850333
YDL132W	YDL132W_mRNA	YDL132W	CDC53	851424
YKL186C	YKL186C_mRNA	YKL186C	MTR2	853649
YCL043C	YCL043C_mRNA	YCL043C	PDI1	850314
YOL100W	YOL100W_mRNA	YOL100W	PKH2	854053
tL(CAA)G3	tL(CAA)G3_tRNA			
YML031C-A	YML031C-A_mRNA	YML031C-A		
YDR034C-A	YDR034C-A_mRNA	YDR034C-A		851602
YOR337W	YOR337W_mRNA	YOR337W	TEA1	854515
YDL013W	YDL013W_mRNA	YDL013W	SLX5	851549
YDR534C	YDR534C_mRNA	YDR534C	FIT1	852147
YLR157C	YLR157C_mRNA	YLR157C	ASP3-2	850857
YLR157C	YLR157C_mRNA	YLR157C	ASP3-2	850855
YLR157C	YLR157C_mRNA	YLR157C	ASP3-2	850852
YLR157C	YLR157C_mRNA	YLR157C	ASP3-2	850850
YGL039W	YGL039W_mRNA	YGL039W		852844
YCR012W	YCR012W_mRNA	YCR012W	PGK1	850370
YOL086W-A	YOL086W-A_mRNA	YOL086W-A	MHF1	854067
YHR049W	YHR049W_mRNA	YHR049W	FSH1	856445
YMR113W	YMR113W_mRNA	YMR113W	FOL3	855140
YPL055C	YPL055C_mRNA	YPL055C	LGE1	856052
YBR213W	YBR213W_mRNA	YBR213W	MET8	852514
YLR226W	YLR226W_mRNA	YLR226W	BUR2	850923
YCR075C	YCR075C_mRNA	YCR075C	ERS1	850438
YDR392W	YDR392W_mRNA	YDR392W	SPT3	852001
YAL051W	YAL051W_mRNA	YAL051W	OAF1	851247
YPL079W	YPL079W_mRNA	YPL079W	RPL21B	856026
YDR178W	YDR178W_mRNA	YDR178W	SDH4	851758
YDR121W	YDR121W_mRNA	YDR121W	DPB4	851699
YJL013C	YJL013C_mRNA	YJL013C	MAD3	853439
YDL063C	YDL063C_mRNA	YDL063C	SYO1	851497
Q0060	Q0060_mRNA	Q0060	AI3	854595
YJL109C	YJL109C_mRNA	YJL109C	UTP10	853335
YJR155W	YJR155W_mRNA	YJR155W	AAD10	853620
YKL177W	YKL177W_mRNA	YKL177W		
YDR435C	YDR435C_mRNA	YDR435C	PPM1	852045
YIL012W	YIL012W_mRNA	YIL012W		
YDR461W	YDR461W_mRNA	YDR461W	MFA1	852072
YHR111W	YHR111W_mRNA	YHR111W	UBA4	856511
YNL033W	YNL033W_mRNA	YNL033W		855698
YDR455C	YDR455C_mRNA	YDR455C		
YKL072W	YKL072W_mRNA	YKL072W	STB6	853790
YKL003C	YKL003C_mRNA	YKL003C	MRP17	853867
YMR314W	YMR314W_mRNA	YMR314W	PRE5	855362
YHR139C-A	YHR139C-A_mRNA	YHR139C-A		
YLR070C	YLR070C_mRNA	YLR070C	XYL2	850759
YDL069C	YDL069C_mRNA	YDL069C	CBS1	851491
YBR183W	YBR183W_mRNA	YBR183W	YPC1	852481
YER026C	YER026C_mRNA	YER026C	CHO1	856748
YOL083C-A	YOL083C-A_mRNA	YOL083C-A		
YDR073W	YDR073W_mRNA	YDR073W	SNF11	851645
YDL017W	YDL017W_mRNA	YDL017W	CDC7	851545
YCR093W	YCR093W_mRNA	YCR093W	CDC39	850455
YML051W	YML051W_mRNA	YML051W	GAL80	854954
YLL002W	YLL002W_mRNA	YLL002W	RTT109	850658
YPL068C	YPL068C_mRNA	YPL068C		856037
YIL090W	YIL090W_mRNA	YIL090W	ICE2	854718
YNL018C	YNL018C_mRNA	YNL018C		855713
YBR050C	YBR050C_mRNA	YBR050C	REG2	852340
YMR081C	YMR081C_mRNA	YMR081C	ISF1	855105
YBL097W	YBL097W_mRNA	YBL097W	BRN1	852180
YJL049W	YJL049W_mRNA	YJL049W	CHM7	853398
YLR334C	YLR334C_mRNA	YLR334C		
YMR231W	YMR231W_mRNA	YMR231W	PEP5	855271
YGR107W	YGR107W_mRNA	YGR107W		
YBR172C	YBR172C_mRNA	YBR172C	SMY2	852470
YIL021C-A	YIL021C-A_mRNA	YIL021C-A		
YDR260C	YDR260C_mRNA	YDR260C	SWM1	851847
YKL165C	YKL165C_mRNA	YKL165C	MCD4	853690
YPR175W	YPR175W_mRNA	YPR175W	DPB2	856305
YOR097C	YOR097C_mRNA	YOR097C		854264
YDR210W	YDR210W_mRNA	YDR210W		851790
YLR062C	YLR062C_mRNA	YLR062C	BUD28	
YNL024C	YNL024C_mRNA	YNL024C	EFM6	855707
YLR339C	YLR339C_mRNA	YLR339C		
YLR305C	YLR305C_mRNA	YLR305C	STT4	851014
tT(UGU)P	tT(UGU)P_tRNA			
YNR024W	YNR024W_mRNA	YNR024W	MPP6	855758
YDL130W-A	YDL130W-A_mRNA	YDL130W-A	STF1	851426
YPR022C	YPR022C_mRNA	YPR022C	SDD4	856133
YPL161C	YPL161C_mRNA	YPL161C	BEM4	855942
YLR107W	YLR107W_mRNA	YLR107W	REX3	850797
tR(UCU)Q1	tR(UCU)Q1_tRNA			
YJR135C	YJR135C_mRNA	YJR135C	MCM22	853599
YLR139C	YLR139C_mRNA	YLR139C	SLS1	850830
YKL085W	YKL085W_mRNA	YKL085W	MDH1	853777
snR54	snR54_snoRNA			
YGR017W	YGR017W_mRNA	YGR017W		852900
YDR322C-A	YDR322C-A_mRNA	YDR322C-A	TIM11	851922
YFL021C-A	YFL021C-A_mRNA	YFL021C-A		
YOL123W	YOL123W_mRNA	YOL123W	HRP1	853997
YCR026C	YCR026C_mRNA	YCR026C	NPP1	850391
tD(GUC)B	tD(GUC)B_tRNA			
YHR205W	YHR205W_mRNA	YHR205W	SCH9	856612
YLR038C	YLR038C_mRNA	YLR038C	COX12	850727
tR(UCU)G3	tR(UCU)G3_tRNA			
YCR044C	YCR044C_mRNA	YCR044C	PER1	850411
YNL160W	YNL160W_mRNA	YNL160W	YGP1	855562
YLR182W	YLR182W_mRNA	YLR182W	SWI6	850879
YJL191W	YJL191W_mRNA	YJL191W	RPS14B	853248
YDR139C	YDR139C_mRNA	YDR139C	RUB1	851717
YGL019W	YGL019W_mRNA	YGL019W	CKB1	852865
YHR183W	YHR183W_mRNA	YHR183W	GND1	856589
YLR132C	YLR132C_mRNA	YLR132C	USB1	850823
YLR064W	YLR064W_mRNA	YLR064W	PER33	850753
YER107W-A	YER107W-A_mRNA	YER107W-A		
YER174C	YER174C_mRNA	YER174C	GRX4	856921
YDL043C	YDL043C_mRNA	YDL043C	PRP11	851518
YFR031C	YFR031C_mRNA	YFR031C	SMC2	850589
YGL231C	YGL231C_mRNA	YGL231C	EMC4	852620
tH(GUG)E1	tH(GUG)E1_tRNA			
YOR195W	YOR195W_mRNA	YOR195W	SLK19	854370
tI(AAU)I2	tI(AAU)I2_tRNA			
snR67	snR67_snoRNA			
YML107C	YML107C_mRNA	YML107C	PML39	854864
YDL093W	YDL093W_mRNA	YDL093W	PMT5	851464
tL(CAA)G2	tL(CAA)G2_tRNA		SUP54	
YNR035C	YNR035C_mRNA	YNR035C	ARC35	855771
YGL027C	YGL027C_mRNA	YGL027C	CWH41	852857
YNL303W	YNL303W_mRNA	YNL303W		
YBR208C	YBR208C_mRNA	YBR208C	DUR1,2	852507
tR(UCU)M1	tR(UCU)M1_tRNA			
YBL020W	YBL020W_mRNA	YBL020W	RFT1	852261
YER067C-A	YER067C-A_mRNA	YER067C-A		
YER090C-A	YER090C-A_mRNA	YER090C-A		
YGR129W	YGR129W_mRNA	YGR129W	SYF2	853030
YKR060W	YKR060W_mRNA	YKR060W	UTP30	853934
YNR061C	YNR061C_mRNA	YNR061C		855798
YJR141W	YJR141W_mRNA	YJR141W	IPA1	853606
YBR148W	YBR148W_mRNA	YBR148W	YSW1	852445
YBR164C	YBR164C_mRNA	YBR164C	ARL1	852462
YGR140W	YGR140W_mRNA	YGR140W	CBF2	853041
YOR305W	YOR305W_mRNA	YOR305W	RRG7	854482
YGL126W	YGL126W_mRNA	YGL126W	SCS3	852751
YGR088W	YGR088W_mRNA	YGR088W	CTT1	852979
YBR112C	YBR112C_mRNA	YBR112C	CYC8	852410
YCR047C	YCR047C_mRNA	YCR047C	BUD23	850414
YCR067C	YCR067C_mRNA	YCR067C	SED4	850431
YHR187W	YHR187W_mRNA	YHR187W	IKI1	856594
YHR005C	YHR005C_mRNA	YHR005C	GPA1	856394
YCL050C	YCL050C_mRNA	YCL050C	APA1	850307
tK(CUU)M	tK(CUU)M_tRNA			
YDR333C	YDR333C_mRNA	YDR333C	RQC1	851933
YKL045W	YKL045W_mRNA	YKL045W	PRI2	853821
YIL122W	YIL122W_mRNA	YIL122W	POG1	854684
YNL176C	YNL176C_mRNA	YNL176C	TDA7	855545
YBL019W	YBL019W_mRNA	YBL019W	APN2	852262
YKL043W	YKL043W_mRNA	YKL043W	PHD1	853823
YPL110C	YPL110C_mRNA	YPL110C	GDE1	855994
YDR527W	YDR527W_mRNA	YDR527W	RBA50	852139
YGL172W	YGL172W_mRNA	YGL172W	NUP49	852703
tV(UAC)B	tV(UAC)B_tRNA			
YER112W	YER112W_mRNA	YER112W	LSM4	856848
YOR200W	YOR200W_mRNA	YOR200W		
YHR212C	YHR212C_mRNA	YHR212C		
YHR079C-A	YHR079C-A_mRNA	YHR079C-A	SAE3	856479
YPR114W	YPR114W_mRNA	YPR114W		856230
YKR065C	YKR065C_mRNA	YKR065C	PAM17	853939
YJR054W	YJR054W_mRNA	YJR054W	KCH1	853514
YPL050C	YPL050C_mRNA	YPL050C	MNN9	856057
YGL139W	YGL139W_mRNA	YGL139W	FLC3	852738
YHR010W	YHR010W_mRNA	YHR010W	RPL27A	856401
tT(UGU)G1	tT(UGU)G1_tRNA			
YBR088C	YBR088C_mRNA	YBR088C	POL30	852385
YML067C	YML067C_mRNA	YML067C	ERV41	854935
YMR147W	YMR147W_mRNA	YMR147W		855178
YDR020C	YDR020C_mRNA	YDR020C	DAS2	851583
YMR272W-B	YMR272W-B_mRNA	YMR272W-B		1466507
YHL005C	YHL005C_mRNA	YHL005C		
YPR158W	YPR158W_mRNA	YPR158W	CUR1	856281
YIR036C	YIR036C_mRNA	YIR036C	IRC24	854854
YDR030C	YDR030C_mRNA	YDR030C	RAD28	851594
YPL274W	YPL274W_mRNA	YPL274W	SAM3	855854
YLR437C-A	YLR437C-A_mRNA	YLR437C-A		
YDL067C	YDL067C_mRNA	YDL067C	COX9	851492
YMR049C	YMR049C_mRNA	YMR049C	ERB1	855068
YGL258W	YGL258W_mRNA	YGL258W	VEL1	852634
YBR055C	YBR055C_mRNA	YBR055C	PRP6	852344
YJL094C	YJL094C_mRNA	YJL094C	KHA1	853351
YGR225W	YGR225W_mRNA	YGR225W	AMA1	853140
YMR038C	YMR038C_mRNA	YMR038C	CCS1	855054
YFR033C	YFR033C_mRNA	YFR033C	QCR6	850593
YMR247W-A	YMR247W-A_mRNA	YMR247W-A		1466506
YMR062C	YMR062C_mRNA	YMR062C	ARG7	855084
YJL023C	YJL023C_mRNA	YJL023C	PET130	853432
YCL014W	YCL014W_mRNA	YCL014W	BUD3	850345
YJL166W	YJL166W_mRNA	YJL166W	QCR8	853273
YJL214W	YJL214W_mRNA	YJL214W	HXT8	853216
YER097W	YER097W_mRNA	YER097W		
YNL274C	YNL274C_mRNA	YNL274C	GOR1	855447
YJL126W	YJL126W_mRNA	YJL126W	NIT2	853316
YOR205C	YOR205C_mRNA	YOR205C	GEP3	854380
YNL164C	YNL164C_mRNA	YNL164C	IBD2	855557
YER165C-A	YER165C-A_mRNA	YER165C-A		
YJR097W	YJR097W_mRNA	YJR097W	JJJ3	853560
YOR192C-C	YOR192C-C_mRNA	YOR192C-C		1466485
YPR097W	YPR097W_mRNA	YPR097W		856212
YMR323W	YMR323W_mRNA	YMR323W	ERR3	855373
tR(ACG)O	tR(ACG)O_tRNA			
YJR070C	YJR070C_mRNA	YJR070C	LIA1	853534
YDL179W	YDL179W_mRNA	YDL179W	PCL9	851375
YBR266C	YBR266C_mRNA	YBR266C	SLM6	
YKR075C	YKR075C_mRNA	YKR075C		853950
YDL102W	YDL102W_mRNA	YDL102W	POL3	851456
YCL058C	YCL058C_mRNA	YCL058C	FYV5	850299
YJL215C	YJL215C_mRNA	YJL215C		
YMR234W	YMR234W_mRNA	YMR234W	RNH1	855274
YLR454W	YLR454W_mRNA	YLR454W	FMP27	851175
YLR212C	YLR212C_mRNA	YLR212C	TUB4	850909
YPL011C	YPL011C_mRNA	YPL011C	TAF3	856096
YNL013C	YNL013C_mRNA	YNL013C		
YGL014C-A	YGL014C-A_mRNA	YGL014C-A		
YJL105W	YJL105W_mRNA	YJL105W	SET4	853339
YDR182W	YDR182W_mRNA	YDR182W	CDC1	851763
YBL071W-A	YBL071W-A_mRNA	YBL071W-A	KTI11	852207
YBR269C	YBR269C_mRNA	YBR269C	SDH8	852572
YLR451W	YLR451W_mRNA	YLR451W	LEU3	851172
YHR089C	YHR089C_mRNA	YHR089C	GAR1	856489
YGR135W	YGR135W_mRNA	YGR135W	PRE9	853036
YLR162W	YLR162W_mRNA	YLR162W		850859
YER041W	YER041W_mRNA	YER041W	YEN1	856764
YDR006C	YDR006C_mRNA	YDR006C	SOK1	851569
YCL017C	YCL017C_mRNA	YCL017C	NFS1	850343
YLR076C	YLR076C_mRNA	YLR076C		
YGR070W	YGR070W_mRNA	YGR070W	ROM1	852961
YDR010C	YDR010C_mRNA	YDR010C		
YOR136W	YOR136W_mRNA	YOR136W	IDH2	854303
YER074W-A	YER074W-A_mRNA	YER074W-A	YOS1	856806
tY(GUA)O	tY(GUA)O_tRNA		SUP3	
YPR081C	YPR081C_mRNA	YPR081C	GRS2	856196
YDR498C	YDR498C_mRNA	YDR498C	SEC20	852109
YJR104C	YJR104C_mRNA	YJR104C	SOD1	853568
YLR147C	YLR147C_mRNA	YLR147C	SMD3	850839
YDL224C	YDL224C_mRNA	YDL224C	WHI4	851302
YHR162W	YHR162W_mRNA	YHR162W	MPC2	856567
YFR054C	YFR054C_mRNA	YFR054C		
YGR229C	YGR229C_mRNA	YGR229C	SMI1	853144
YLR005W	YLR005W_mRNA	YLR005W	SSL1	850691
YDR082W	YDR082W_mRNA	YDR082W	STN1	851655
YJL124C	YJL124C_mRNA	YJL124C	LSM1	853318
YBL107W-A	YBL107W-A_mRNA	YBL107W-A		
YDR216W	YDR216W_mRNA	YDR216W	ADR1	851802
YCR068W	YCR068W_mRNA	YCR068W	ATG15	850432
YGR161W-C	YGR161W-C_mRNA	YGR161W-C		3077355
YNL083W	YNL083W_mRNA	YNL083W	SAL1	
YKL106W	YKL106W_mRNA	YKL106W	AAT1	853755
YLR115W	YLR115W_mRNA	YLR115W	CFT2	850806
YDR325W	YDR325W_mRNA	YDR325W	YCG1	851925
ICR1	ICR1_ncRNA			
YHL050C	YHL050C_mRNA	YHL050C		856335
YGL249W	YGL249W_mRNA	YGL249W	ZIP2	852643
YJL053W	YJL053W_mRNA	YJL053W	PEP8	853393
YDR372C	YDR372C_mRNA	YDR372C	VPS74	851978
YGR173W	YGR173W_mRNA	YGR173W	RBG2	853083
YAR042W	YAR042W_mRNA	YAR042W	SWH1	851286
YPL273W	YPL273W_mRNA	YPL273W	SAM4	855855
RDN5-6	RDN5-6_rRNA			
YDL222C	YDL222C_mRNA	YDL222C	FMP45	851304
YIL087C	YIL087C_mRNA	YIL087C	AIM19	854722
YNR027W	YNR027W_mRNA	YNR027W	BUD17	855761
YCR095C	YCR095C_mRNA	YCR095C	OCA4	850457
YER162C	YER162C_mRNA	YER162C	RAD4	856909
YER090W	YER090W_mRNA	YER090W	TRP2	856824
YGL215W	YGL215W_mRNA	YGL215W	CLG1	852657
YBR016W	YBR016W_mRNA	YBR016W		852304
YFL025C	YFL025C_mRNA	YFL025C	BST1	850519
YLR208W	YLR208W_mRNA	YLR208W	SEC13	850905
YHR030C	YHR030C_mRNA	YHR030C	SLT2	856425
YDR395W	YDR395W_mRNA	YDR395W	SXM1	852004
YMR282C	YMR282C_mRNA	YMR282C	AEP2	855325
YMR056C	YMR056C_mRNA	YMR056C	AAC1	855078
YPL203W	YPL203W_mRNA	YPL203W	TPK2	855898
YIL041W	YIL041W_mRNA	YIL041W	GVP36	854770
YDL210W	YDL210W_mRNA	YDL210W	UGA4	851317
YLR149C	YLR149C_mRNA	YLR149C		850841
YGL005C	YGL005C_mRNA	YGL005C	COG7	852879
YDR132C	YDR132C_mRNA	YDR132C		851710
YOR161W-B	YOR161W-B_mRNA	YOR161W-B		
YBR015C	YBR015C_mRNA	YBR015C	MNN2	852303
YER156C	YER156C_mRNA	YER156C		856900
YLL039C	YLL039C_mRNA	YLL039C	UBI4	850620
YPL214C	YPL214C_mRNA	YPL214C	THI6	855887
YGL007W	YGL007W_mRNA	YGL007W	BRP1	
YFR025C	YFR025C_mRNA	YFR025C	HIS2	850581
YGL245W	YGL245W_mRNA	YGL245W	GUS1	852606
YDR464W	YDR464W_mRNA	YDR464W	SPP41	852075
YBR037C	YBR037C_mRNA	YBR037C	SCO1	852325
YDR154C	YDR154C_mRNA	YDR154C		
YAL068C	YAL068C_mRNA	YAL068C	PAU8	851229
YAL068C	YAL068C_mRNA	YAL068C	PAU8	852630
YAL068C	YAL068C_mRNA	YAL068C	PAU8	852163
YPR059C	YPR059C_mRNA	YPR059C		
YFL063W	YFL063W_mRNA	YFL063W		
YGL141W	YGL141W_mRNA	YGL141W	HUL5	852736
YEL014C	YEL014C_mRNA	YEL014C		
YGL251C	YGL251C_mRNA	YGL251C	HFM1	852641
YPR091C	YPR091C_mRNA	YPR091C	NVJ2	856207
YFL013W-A	YFL013W-A_mRNA	YFL013W-A		
YJL116C	YJL116C_mRNA	YJL116C	NCA3	853326
YDR341C	YDR341C_mRNA	YDR341C		851942
YKL012W	YKL012W_mRNA	YKL012W	PRP40	853857
YBL078C	YBL078C_mRNA	YBL078C	ATG8	852200
YAR035C-A	YAR035C-A_mRNA	YAR035C-A		1466430
YGR234W	YGR234W_mRNA	YGR234W	YHB1	853149
YPR126C	YPR126C_mRNA	YPR126C		
YPL117C	YPL117C_mRNA	YPL117C	IDI1	855986
YLR434C	YLR434C_mRNA	YLR434C		
YPL120W	YPL120W_mRNA	YPL120W	VPS30	855983
